msa,qc,qcb,qca,qcf
15980,11.5,4.25,13.75,30.75
16020,9.25,2,9.25,47.75
16060,11.75,10.75,11.75,71.25
16180,2,2,2,27.25
16220,22.75,2,22.75,52.0
16300,7.5,6.25,7.5,81.75
16540,6.5,4.25,7.75,50.25
16580,9.0,4.25,9.0,78.5
16620,6.5,2.5,7.5,24.25
16700,8.5,7.75,8.5,57.5
16740,11.75,8.75,11.75,56.75
16820,2,2,2,37.25
16860,10.25,5.25,10.5,51.75
16940,11.5,2,11.5,42.5
16980,5.5,4.25,8.5,28.5
17020,4.0,3.75,4.0,25.25
17140,6.5,4.5,6.5,36.25
17300,10.25,8.5,10.25,95.0
17420,24.25,2,28.5,51.5
17460,7.25,5.5,7.5,28.75
17660,54.25,17.5,54.25,139.0
17780,4.25,2,4.25,89.5
17820,11.75,4.25,4.25,55.25
17860,5.5,2,5.5,84.75
17900,10.0,8.5,10.0,86.25
17980,22.25,6.25,22.25,78.75
18020,8.25,2,8.25,56.0
18140,11.75,11.25,17.25,33.0
18580,13.25,12.5,13.25,76.75
18700,9.0,2,9.25,33.75
18880,8.0,6.5,8.0,93.5
19060,5.0,2,5.0,39.0
19100,14.25,11.75,14.75,44.75
19140,20.0,9.25,20.0,50.5
19180,12.0,10.25,12.0,37.25
19300,45.0,14.75,45.0,227.5
19340,6.25,5.5,6.25,40.25
19430,10.75,9.25,11.25,26.25
19460,13.75,7.25,13.75,97.5
19500,19.75,6.25,6.25,55.75
19660,12.25,9.25,17.25,58.25
19740,12.75,6.5,14.75,25.5
19780,32.75,6.0,6.0,112.25
19820,7.5,6.25,7.5,25.0
20020,9.0,7.5,10.25,98.5
20100,20.25,18.25,20.25,78.5
20220,16.25,10.0,16.25,59.5
20260,2.5,2,2.5,28.5
20500,9.25,6.75,10.75,37.25
20700,11.75,4.75,11.75,33.5
20740,16.25,5.5,5.5,55.5
20940,9.25,2,2,48.75
21060,14.25,9.75,22.25,61.0
21140,9.75,3.5,9.75,51.5
21300,2.5,2,12.75,21.25
21340,7.25,3.5,8.5,48.25
21420,7.75,2,7.75,50.75
21500,9.5,7.25,7.5,21.5
21660,8.75,8.25,8.75,37.25
21780,8.75,2.25,8.75,40.75
22020,8.25,2,8.25,176.75
22140,6.0,5.5,9.0,24.75
22180,9.25,7.75,9.75,43.5
22220,22.0,13.75,22.0,76.25
22380,3.75,2,3.75,30.0
22420,8.5,6.25,6.25,32.5
22500,11.25,6.75,11.25,80.0
22520,42.5,27.75,42.5,77.25
22540,7.25,4.5,4.5,30.75
22660,3.75,2,4.25,106.75
22900,11.5,8.5,11.5,88.25
23060,5.5,3.25,7.25,44.75
23420,6.75,3.25,6.75,22.5
23460,11.5,9.75,33.0,90.0
23540,11.25,10.5,11.25,52.75
23580,20.25,17.75,20.25,123.5
23900,12.5,7.75,13.5,42.25
24020,2.5,2,4.25,47.25
24140,13.0,6.0,13.0,57.0
24220,6.25,5.75,6.25,61.5
24260,6.25,5.75,6.25,73.5
24300,11.25,2,11.25,84.75
24340,13.25,12.25,9.5,30.75
24420,5.5,2,5.5,53.5
24500,8.25,5.25,8.25,29.5
24540,5.0,4.5,5.5,71.5
24580,21.25,4.25,4.25,45.25
24660,15.5,13.5,15.5,35.75
24780,8.0,2,8.0,177.0
24860,12.5,10.5,13.75,67.5
25060,13.5,13.25,13.5,97.25
25180,17.75,12.75,17.75,66.5
25220,17.25,14.5,17.25,73.75
25260,4.75,2,4.75,100.75
25420,4.25,4.0,4.25,30.25
25540,4.25,3.75,4.75,13.75
25620,18.5,4.25,18.5,101.5
25860,12.5,9.5,12.5,37.25
25940,11.25,11.0,11.25,69.0
25980,21.0,16.75,23.5,52.0
26140,12.75,2,12.75,43.0
26300,21.0,3.25,21.0,51.5
26380,16.75,11.0,11.0,232.25
26420,30.5,24.5,32.25,69.75
26580,9.25,8.5,9.25,36.5
26620,29.0,20.25,25.75,107.75
26820,15.5,2.75,22.25,81.25
26900,13.75,7.25,14.5,74.25
26980,8.25,7.25,8.25,108.75
27060,7.25,2.75,7.25,18.0
27100,10.5,9.0,10.5,44.5
27140,6.5,5.25,11.5,101.25
27180,18.75,18.25,18.75,132.25
27260,15.5,7.0,21.75,106.75
27340,13.75,2,13.75,92.5
27500,4.75,4.25,4.75,61.25
27620,10.5,10.0,10.75,84.75
27740,11.25,10.75,11.25,46.25
27780,4.75,3.25,4.75,26.25
27860,18.25,7.25,7.25,151.0
27900,9.75,2,9.75,76.75
28020,10.5,10.0,10.5,26.75
28100,8.75,2.25,8.75,69.25
28140,13.25,9.75,13.25,40.5
28420,6.25,5.5,13.5,47.25
28660,21.25,13.75,21.25,81.25
28700,10.0,6.75,10.25,51.25
28740,2,2,2.25,30.0
28940,12.0,11.0,12.0,61.75
29020,15.25,2,15.25,55.0
29100,6.5,4.25,6.5,49.25
29180,13.0,11.5,13.0,70.75
29200,4.25,3.5,5.75,104.25
29340,18.25,11.0,19.0,86.75
29420,9.0,8.75,9.0,96.0
29460,14.25,12.75,14.25,43.0
29540,8.0,6.5,10.0,19.75
29620,7.75,3.5,7.75,22.75
29700,10.5,6.5,10.5,171.75
29740,2,2,2,106.25
29820,8.5,4.25,8.5,33.5
29940,10.0,2,10.0,79.5
30020,20.25,6.25,20.5,118.5
30140,6.5,4.5,6.5,61.75
30300,10.5,2,10.5,19.75
30340,9.25,2,2,41.25
30460,5.75,2.25,5.75,34.0
30620,14.5,4.25,14.5,29.0
30700,23.25,17.75,17.75,71.75
30780,15.5,12.25,15.75,96.75
30860,13.25,9.5,9.75,38.25
30980,10.75,9.25,10.75,76.5
31020,6.25,2,6.25,33.75
31080,4.5,3.75,6.25,11.25
31140,5.5,2.75,5.75,38.5
31180,4.5,3.25,8.75,92.75
31340,6.25,2,6.75,84.75
31420,11.25,3.75,12.25,103.0
31460,2,2,2,47.75
31540,10.25,5.25,5.75,27.5
31700,7.5,6.25,7.5,38.75
31740,16.0,6.5,16.0,79.25
31860,12.5,8.25,12.5,52.25
31900,10.25,9.75,10.25,34.5
32580,22.25,20.25,22.25,66.75
32780,3.5,2,3.5,65.75
32820,16.75,6.25,17.5,71.0
32900,3.0,2,3.0,55.75
33100,13.0,6.5,13.5,24.25
33140,13.5,6.75,7.0,29.0
33220,7.25,5.25,7.25,36.25
33260,13.5,2,13.5,81.5
33340,5.5,4.75,10.25,16.25
33460,9.25,8.25,9.25,26.0
33540,6.5,5.5,11.0,71.25
33660,28.25,24.25,29.25,114.75
33700,9.25,6.25,9.75,38.0
33740,23.5,17.25,17.25,92.5
33780,5.75,4.5,12.75,41.75
33860,27.75,6.5,27.75,115.0
34060,8.0,2.75,8.0,26.25
34100,19.25,11.75,14.25,42.5
34580,9.5,7.75,10.25,38.25
34620,7.75,2.25,7.75,27.5
34740,11.25,9.75,11.25,35.75
34820,15.5,13.0,16.5,103.25
34900,3.75,2,2,18.25
34940,14.25,9.25,9.25,110.5
34980,10.5,5.5,10.75,82.75
35100,7.5,2,7.5,55.0
35300,4.5,4.25,5.0,17.75
35380,8.25,4.25,8.75,61.25
35620,6.0,3.75,7.75,10.75
35660,4.5,3.75,4.75,38.75
35840,5.75,4.25,6.25,93.5
35980,8.0,5.75,8.25,31.75
36100,13.5,13.25,13.5,75.25
36140,9.25,6.75,11.75,52.0
36220,12.75,2,12.75,64.25
36260,9.25,3.25,9.25,40.75
36420,10.25,9.5,10.25,53.25
36500,9.75,8.5,9.75,55.0
36540,5.75,2,7.25,27.75
36740,13.5,9.25,13.5,133.5
36780,10.75,5.5,10.75,37.25
36980,12.25,11.75,11.75,82.75
37100,5.75,4.75,6.75,25.75
37340,18.5,12.25,9.5,92.25
37460,27.5,14.25,27.5,55.75
37620,17.75,15.25,18.25,41.25
37860,13.25,10.25,16.75,116.25
37900,14.0,5.75,18.75,64.5
37980,4.75,3.5,6.5,16.25
38060,7.25,5.0,8.25,26.25
38220,16.75,7.0,16.75,59.0
38300,9.5,5.75,9.5,22.75
38340,3.75,3.5,3.75,25.5
38540,6.75,2,6.75,35.5
38860,3.25,2,3.25,23.5
38900,6.5,6.25,6.5,18.5
38940,20.75,8.5,21.5,133.5
39100,4.0,3.75,4.0,16.75
39150,11.25,10.5,18.5,145.0
39300,6.0,5.25,7.0,15.5
39340,9.75,8.5,10.25,54.25
39380,10.25,6.0,10.25,56.5
39460,13.75,10.0,14.0,65.25
39540,5.5,4.25,5.75,38.75
39580,11.0,5.25,14.25,91.25
39660,11.0,4.25,17.25,43.25
39740,8.25,6.0,8.25,27.75
39820,7.5,2,2,31.25
39900,10.25,3.0,3.0,36.25
40060,10.25,7.0,10.25,37.5
40140,3.75,2.75,3.75,28.0
40220,7.75,5.5,7.75,44.25
40340,3.25,2,2,52.75
40380,8.0,7.75,9.25,28.5
40420,13.0,3.75,13.0,47.5
40580,11.25,4.25,11.25,40.5
40660,35.75,26.5,35.75,64.25
40900,6.75,5.5,9.5,38.0
40980,5.75,2.75,5.75,49.75
41060,17.5,8.25,8.25,97.5
41100,27.75,25.75,28.0,89.5
41140,7.25,6.0,7.25,61.5
41180,12.25,9.25,16.25,40.75
41420,8.75,4.25,8.75,32.75
41500,7.0,4.5,7.0,27.5
41540,11.75,8.5,4.75,42.25
41620,16.75,5.25,17.25,89.25
41660,12.25,9.0,29.25,58.75
41700,20.75,11.75,23.75,45.75
41740,7.75,5.75,12.5,24.75
41860,5.75,2.25,5.75,15.5
41940,3.5,2.75,5.25,16.75
42020,5.25,2.75,5.25,49.75
42100,2.25,2,2.25,20.0
42140,2,2,2,47.25
42200,3.75,2.5,3.75,21.5
42220,2,2,2,23.5
42340,16.25,15.25,20.75,136.75
42540,8.75,6.25,8.75,22.75
42660,7.75,6.25,13.0,16.5
42680,20.0,2,20.0,70.5
42700,9.25,3.5,9.75,37.25
43100,9.5,5.5,9.5,50.75
43300,27.75,22.5,30.0,91.0
43340,30.0,15.5,30.0,154.5
43420,2.75,2.25,2.75,31.5
43580,10.75,8.5,11.5,149.0
43620,20.75,6.25,6.25,104.25
43780,5.25,4.0,6.75,34.25
43900,17.0,15.25,10.75,84.25
44060,11.75,2.75,5.5,31.5
44100,12.75,11.5,18.0,44.75
44140,5.0,3.75,5.25,27.0
44180,16.25,10.75,8.0,95.5
44220,6.25,2,6.25,35.25
44300,4.25,2,5.5,46.5
44700,10.0,2.25,10.75,42.75
44940,17.75,7.5,17.75,49.75
45060,5.5,4.25,8.0,17.0
45220,12.0,3.75,5.5,62.0
45300,6.0,5.75,6.0,30.5
45460,17.75,4.75,5.0,56.5
45500,7.5,3.5,7.5,88.5
45540,10.0,2,10.0,300.0
45780,6.5,6.25,6.75,34.0
45820,19.75,12.75,12.75,50.0
45940,7.75,7.5,8.25,28.0
46060,5.5,3.75,15.25,33.25
46140,16.25,14.25,18.25,67.75
46220,12.75,2.75,12.75,85.75
46300,7.75,2,7.75,87.25
46340,15.5,11.75,15.5,97.5
46540,5.25,4.5,5.25,19.25
46660,19.75,10.5,19.75,72.25
46700,5.75,2.25,6.25,32.75
47020,17.75,10.75,17.75,73.25
47220,8.0,6.25,9.5,38.5
47260,6.5,4.25,6.5,28.25
47300,2.5,2,2.5,39.75
47380,11.5,8.5,11.5,78.25
47460,2,2,2,23.25
47580,13.0,2,13.0,203.0
47900,4.75,3.25,5.5,19.25
47940,15.75,3.75,3.75,72.5
48060,8.0,5.25,10.5,28.25
48140,11.25,2.5,2.5,65.75
48260,5.75,4.5,7.5,42.75
48300,5.75,4.0,5.75,35.75
48540,7.25,4.0,7.5,40.5
48620,18.25,13.75,9.75,71.5
48660,29.25,6.25,6.25,112.75
48700,8.75,4.25,4.25,35.75
48900,19.5,16.75,31.75,88.25
49020,5.0,2,5.0,35.5
49180,9.25,8.25,9.25,33.5
49340,4.5,3.25,5.25,16.5
49420,3.5,3.0,3.5,42.25
49620,4.75,3.75,4.75,27.25
49660,8.25,6.25,8.75,27.75
49700,7.5,4.75,7.5,43.5
49740,4.5,3.25,5.5,94.5
